price,vendor_price,vendor_cost,sku,vendor_sku,qty,stock_qty,name,udropship_vendor,weight,categoryname,image,small_image,thumbnail,manufacturer,status,tax_class_id,visibility,short_description,description,custom_stock_status,hide_default_stock_status
23920,23920,15787,379184,379184,10,10,"PROYECTOR DE AREA LED 30W 5000K 2550LM IP65 IK0,8",26,1,Iluminación/Led/Proyector de Área,http://www.casamusa.cl/media/catalog/product/3/7/379184_2.jpg,http://www.casamusa.cl/media/catalog/product/3/7/379184_2.jpg,http://www.casamusa.cl/media/catalog/product/3/7/379184_2.jpg,Technolamp,1,IVA,4,"REFLECTOR AREA","PROYECTOR DE AREA LED 30W 5000K 2550LM IP65 IK0,8",Despacho en 24 hrs.,1
39963,39963,26376,379186,379186,10,10,"PROYECTOR DE AREA LED 50W 5000K 4250LM IP65 IK0,8",26,1,Iluminación/Led/Proyector de Área,http://www.casamusa.cl/media/catalog/product/3/7/379186_1.jpg,http://www.casamusa.cl/media/catalog/product/3/7/379186_1.jpg,http://www.casamusa.cl/media/catalog/product/3/7/379186_1.jpg,Technolamp,1,IVA,4,"REFLECTOR AREA","PROYECTOR DE AREA LED 50W 5000K 4250LM IP65 IK0,8",Despacho en 24 hrs.,1
23657,23657,15614,380827,380827,10,10,"FOCO EMBUTIDO PISO GU10 50W IP67 220V",26,1,Iluminación/Led/Iluminacion Exterior,http://www.casamusa.cl/media/catalog/product/3/8/380827_10.jpg,http://www.casamusa.cl/media/catalog/product/3/8/380827_10.jpg,http://www.casamusa.cl/media/catalog/product/3/8/380827_10.jpg,Technolamp,1,IVA,4,"REFLECTOR EMBUTIDO","FOCO EMBUTIDO PISO GU10 50W IP67 220V",Despacho en 24 hrs.,1
58199,58199,38411,379126,379126,10,10,"APLIQUE LED ALUX 9W 308LM 3000K IP54 BLANCO",26,1,Iluminación/Led/Iluminacion Exterior,http://www.casamusa.cl/media/catalog/product/3/7/379126.jpg,http://www.casamusa.cl/media/catalog/product/3/7/379126.jpg,http://www.casamusa.cl/media/catalog/product/3/7/379126.jpg,Technolamp,1,IVA,4,"APLIQUE LED","APLIQUE LED ALUX 9W 308LM 3000K IP54 BLANCO",Despacho en 24 hrs.,1
78545,78545,51840,379189,379189,10,10,"PROYECTOR DE AREA LED 100W 5000K 8500LM IP65 IK0,8",26,1,Iluminación/Led/Proyector de Área,http://www.casamusa.cl/media/catalog/product/3/7/379189_2.jpg,http://www.casamusa.cl/media/catalog/product/3/7/379189_2.jpg,http://www.casamusa.cl/media/catalog/product/3/7/379189_2.jpg,Technolamp,1,IVA,4,"REFLECTOR AREA","PROYECTOR DE AREA LED 100W 5000K 8500LM IP65 IK0,8",Despacho en 24 hrs.,1
63219,63219,41725,379128,379128,10,10,"APLIQUE LED CUBE 11W 466LM 3000K IP54 BLANCO",26,1,Iluminación/Led/Iluminacion Exterior,http://www.casamusa.cl/media/catalog/product/3/7/379128.jpg,http://www.casamusa.cl/media/catalog/product/3/7/379128.jpg,http://www.casamusa.cl/media/catalog/product/3/7/379128.jpg,Technolamp,1,IVA,4,"APLIQUE LED","APLIQUE LED CUBE 11W 466LM 3000K IP54 BLANCO",Despacho en 24 hrs.,1
30696,30696,20259,379130,379130,10,10,"APLIQUE LED SQUARE 2W 62LM 3000K IP54 NEGRO",26,1,Iluminación/Led/Iluminacion Exterior,http://www.casamusa.cl/media/catalog/product/3/7/379130.jpg,http://www.casamusa.cl/media/catalog/product/3/7/379130.jpg,http://www.casamusa.cl/media/catalog/product/3/7/379130.jpg,Technolamp,1,IVA,4,"APLIQUE LED 2W SQUARE 3000K IP54 NEGRO","APLIQUE LED SQUARE 2W 62LM 3000K IP54 NEGRO",Despacho en 24 hrs.,1
24072,24072,15888,379132,379132,10,10,"APLIQUE UP-DOWN E27 FOCUS IP54 GRIS",26,1,Iluminación/Led/Iluminacion Exterior,http://www.casamusa.cl/media/catalog/product/3/7/379132.jpg,http://www.casamusa.cl/media/catalog/product/3/7/379132.jpg,http://www.casamusa.cl/media/catalog/product/3/7/379132.jpg,Technolamp,1,IVA,4,"APLIQUE UP-DOWN","APLIQUE UP-DOWN E27 FOCUS IP54 GRIS",Despacho en 24 hrs.,1
58199,58199,38411,379131,379131,10,10,"APLIQUE LED FLANK 9W 620LM 3000K IP54 GRIS",26,1,Iluminación/Led/Iluminacion Exterior,http://www.casamusa.cl/media/catalog/product/3/7/379131.jpg,http://www.casamusa.cl/media/catalog/product/3/7/379131.jpg,http://www.casamusa.cl/media/catalog/product/3/7/379131.jpg,Technolamp,1,IVA,4,"APLIQUE LED","APLIQUE LED FLANK 9W 620LM 3000K IP54 GRIS",Despacho en 24 hrs.,1
169919,169919,112147,379380,379380,10,10,"LUMINARIA BULK LED PEATONAL 40W 6000K IP65 IK0,8",26,1,Iluminación/Led/Luminaria Publica,http://www.casamusa.cl/media/catalog/product/3/7/379380_10.jpg,http://www.casamusa.cl/media/catalog/product/3/7/379380_10.jpg,http://www.casamusa.cl/media/catalog/product/3/7/379380_10.jpg,Technolamp,1,IVA,4,"LUMINARIA PEATONAL","LUMINARIA BULK LED PEATONAL 40W 6000K IP65 IK0,8",Despacho en 24 hrs.,1
